CaptureDate,CaptureTime,LinkID,VehicleGroup,PatchType,Duration,Observations,,,,,,,,
2011/2/10,53100,1309,1002,0,601,42,,,,,,,,
2011/2/10,53400,1309,1002,0,587,40,,,,,,,,
2011/2/10,53700,1309,1002,0,637,41,,,,,,,,
2011/2/10,54000,1309,1002,0,631,47,,,,,,,,
2011/2/10,54300,1309,1002,0,627,37,,,,,,,,
2011/2/10,54600,1309,1002,0,609,38,,,,,,,,
2011/2/10,54900,1309,1002,0,627,49,,,,,,,,
2011/2/10,55200,1309,1002,0,614,39,,,,,,,,
2011/2/10,55500,1309,1002,0,632,41,,,,,,,,
2011/2/10,55800,1309,1002,0,621,48,,,,,,,,
2011/2/10,56100,1309,1002,0,725,32,,,,,,,,
2011/2/10,56400,1309,1002,0,746,47,,,,,,,,
2011/2/10,56700,1309,1002,0,836,36,,,,,,,,
2011/2/10,57000,1309,1002,0,957,25,,,,,,,,
2011/2/10,57300,1309,1002,0,1034,27,,,,,,,,
2011/2/10,57600,1309,1002,0,1032,35,,,,,,,,
2011/2/10,57900,1309,1002,0,1035,42,,,,,,,,
2011/2/10,58200,1309,1002,0,1103,47,,,,,,,,
2011/2/10,58500,1309,1002,0,1194,41,,,,,,,,
2011/2/10,58800,1309,1002,0,1289,30,,,,,,,,
2011/2/10,59100,1309,1002,0,1358,29,,,,,,,,
2011/2/10,59400,1309,1002,0,1421,33,,,,,,,,
2011/2/10,59700,1309,1002,0,1458,20,,,,,,,,
2011/2/10,60000,1309,1002,0,1597,36,,,,,,,,
2011/2/10,60300,1309,1002,0,1676,33,,,,,,,,
2011/2/10,60600,1309,1002,0,1686,29,,,,,,,,
2011/2/10,60900,1309,1002,0,1731,24,,,,,,,,
2011/2/10,61200,1309,1002,0,1639,17,,,,,,,,
2011/2/10,61500,1309,1002,0,1598,20,,,,,,,,
2011/2/10,61800,1309,1002,0,1427,12,,,,,,,,
2011/2/10,62100,1309,1002,0,1325,18,,,,,,,,
2011/2/10,62400,1309,1002,0,1179,14,,,,,,,,
2011/2/10,62700,1309,1002,0,1218,40,,,,,,,,
2011/2/10,63000,1309,1002,0,1220,34,,,,,,,,
2011/2/10,63300,1309,1002,0,1204,33,,,,,,,,
2011/2/10,63600,1309,1002,0,1230,34,,,,,,,,
2011/2/10,63900,1309,1002,0,1163,31,,,,,,,,
2011/2/10,64200,1309,1002,0,1057,22,,,,,,,,
2011/2/10,64500,1309,1002,0,1092,34,,,,,,,,
2011/2/10,64800,1309,1002,0,1088,48,,,,,,,,
2011/2/10,65100,1309,1002,0,1073,28,,,,,,,,
2011/2/10,65400,1309,1002,0,1015,30,,,,,,,,
2011/2/10,65700,1309,1002,0,973,37,,,,,,,,
2011/2/10,66000,1309,1002,0,938,33,,,,,,,,
2011/2/10,66300,1309,1002,0,890,41,,,,,,,,
2011/2/10,66600,1309,1002,0,795,35,,,,,,,,
2011/2/10,66900,1309,1002,0,698,45,,,,,,,,
2011/2/10,67200,1309,1002,0,679,33,,,,,,,,
2011/2/10,67500,1309,1002,0,616,50,,,,,,,,
2011/2/10,67800,1309,1002,0,585,31,,,,,,,,
2011/2/10,68100,1309,1002,0,560,33,,,,,,,,
2011/2/10,68400,1309,1002,0,520,41,,,,,,,,
2011/2/10,68700,1309,1002,0,493,52,,,,,,,,
2011/2/10,69000,1309,1002,0,488,41,,,,,,,,
2011/2/10,69300,1309,1002,0,474,56,,,,,,,,
2011/2/10,69600,1309,1002,0,480,48,,,,,,,,
2011/2/10,69900,1309,1002,0,461,36,,,,,,,,
2011/2/10,70200,1309,1002,0,443,44,,,,,,,,
2011/2/10,70500,1309,1002,0,429,39,,,,,,,,
2011/2/10,70800,1309,1002,0,450,28,,,,,,,,
2011/2/10,71100,1309,1002,0,421,30,,,,,,,,
2011/2/10,71400,1309,1002,0,426,35,,,,,,,,
2011/2/10,71700,1309,1002,0,400,35,,,,,,,,
2011/2/10,72000,1309,1002,0,424,43,,,,,,,,
2011/2/10,72300,1309,1002,0,393,40,,,,,,,,
2011/2/10,72600,1309,1002,0,395,39,,,,,,,,
2011/2/10,72900,1309,1002,0,398,44,,,,,,,,
2011/2/10,73200,1309,1002,0,375,37,,,,,,,,
2011/2/10,73500,1309,1002,0,376,35,,,,,,,,
2011/2/10,73800,1309,1002,0,364,36,,,,,,,,
2011/2/10,74100,1309,1002,0,345,30,,,,,,,,
2011/2/10,74400,1309,1002,0,365,48,,,,,,,,
2011/2/10,74700,1309,1002,0,360,25,,,,,,,,
2011/2/10,75000,1309,1002,0,371,23,,,,,,,,
2011/2/10,75300,1309,1002,0,350,30,,,,,,,,
2011/2/10,75600,1309,1002,0,368,40,,,,,,,,
2011/2/10,75900,1309,1002,0,402,38,,,,,,,,
2011/2/10,76200,1309,1002,0,389,48,,,,,,,,
2011/2/10,76500,1309,1002,0,388,39,,,,,,,,
2011/2/10,76800,1309,1002,0,394,49,,,,,,,,
2011/2/10,77100,1309,1002,0,370,32,,,,,,,,
2011/2/10,77400,1309,1002,0,379,37,,,,,,,,
2011/2/10,77700,1309,1002,0,415,54,,,,,,,,
2011/2/10,78000,1309,1002,0,394,41,,,,,,,,
2011/2/10,78300,1309,1002,0,402,24,,,,,,,,
2011/2/10,78600,1309,1002,0,372,39,,,,,,,,
2011/2/10,78900,1309,1002,0,390,33,,,,,,,,
2011/2/10,79200,1309,1002,0,361,27,,,,,,,,
2011/2/10,79500,1309,1002,0,394,30,,,,,,,,
2011/2/10,79800,1309,1002,0,403,37,,,,,,,,
2011/2/10,80100,1309,1002,0,395,47,,,,,,,,
2011/2/10,80400,1309,1002,0,396,46,,,,,,,,
2011/2/10,80700,1309,1002,0,377,34,,,,,,,,
2011/2/10,81000,1309,1002,0,388,28,,,,,,,,
2011/2/10,81300,1309,1002,0,402,46,,,,,,,,
2011/2/10,81600,1309,1002,0,385,37,,,,,,,,
2011/2/10,81900,1309,1002,0,374,23,,,,,,,,
2011/2/10,82200,1309,1002,0,384,19,,,,,,,,
2011/2/10,82500,1309,1002,0,380,38,,,,,,,,
2011/2/10,82800,1309,1002,0,405,51,,,,,,,,
2011/2/10,83100,1309,1002,0,399,35,,,,,,,,
2011/2/10,83400,1309,1002,0,402,33,,,,,,,,
2011/2/10,83700,1309,1002,0,398,32,,,,,,,,
2011/2/10,84000,1309,1002,0,374,35,,,,,,,,
2011/2/10,84300,1309,1002,0,396,25,,,,,,,,
2011/2/10,84600,1309,1002,0,385,33,,,,,,,,
2011/2/10,84900,1309,1002,0,369,31,,,,,,,,
2011/2/10,85200,1309,1002,0,391,36,,,,,,,,
2011/2/10,85500,1309,1002,0,386,20,,,,,,,,
2011/2/10,85800,1309,1002,0,377,15,,,,,,,,
2011/2/10,86100,1309,1002,3,378,0,,,,,,,,
2011/2/11,0,1309,1002,0,391,18,,,,,,,,
2011/2/11,300,1309,1002,0,331,16,,,,,,,,
2011/2/11,600,1309,1002,0,364,23,,,,,,,,
2011/2/11,900,1309,1002,0,346,22,,,,,,,,
2011/2/11,1200,1309,1002,0,364,23,,,,,,,,
2011/2/11,1500,1309,1002,0,373,20,,,,,,,,
2011/2/11,1800,1309,1002,0,351,15,,,,,,,,
2011/2/11,2100,1309,1002,0,332,18,,,,,,,,
2011/2/11,2400,1309,1002,0,324,15,,,,,,,,
2011/2/11,2700,1309,1002,0,348,9,,,,,,,,
2011/2/11,3000,1309,1002,0,368,8,,,,,,,,
2011/2/11,3300,1309,1002,0,361,10,,,,,,,,
2011/2/11,3600,1309,1002,0,339,8,,,,,,,,
2011/2/11,3900,1309,1002,0,344,15,,,,,,,,
2011/2/11,4200,1309,1002,0,332,14,,,,,,,,
2011/2/11,4500,1309,1002,0,315,8,,,,,,,,
2011/2/11,4800,1309,1002,0,294,10,,,,,,,,
2011/2/11,5100,1309,1002,0,347,12,,,,,,,,
2011/2/11,5400,1309,1002,0,353,12,,,,,,,,
2011/2/11,5700,1309,1002,0,325,14,,,,,,,,
2011/2/11,6000,1309,1002,0,342,9,,,,,,,,
2011/2/11,6300,1309,1002,0,368,6,,,,,,,,
2011/2/11,6600,1309,1002,0,358,7,,,,,,,,
2011/2/11,6900,1309,1002,0,309,13,,,,,,,,
2011/2/11,7200,1309,1002,0,312,7,,,,,,,,
2011/2/11,7500,1309,1002,0,303,4,,,,,,,,
2011/2/11,7800,1309,1002,0,289,7,,,,,,,,
2011/2/11,8100,1309,1002,0,300,10,,,,,,,,
2011/2/11,8400,1309,1002,0,296,12,,,,,,,,
2011/2/11,8700,1309,1002,0,331,13,,,,,,,,
2011/2/11,9000,1309,1002,0,316,5,,,,,,,,
2011/2/11,9300,1309,1002,0,409,3,,,,,,,,
2011/2/11,9600,1309,1002,0,284,4,,,,,,,,
2011/2/11,9900,1309,1002,0,311,3,,,,,,,,
2011/2/11,10200,1309,1002,0,340,5,,,,,,,,
2011/2/11,10500,1309,1002,0,306,10,,,,,,,,
2011/2/11,10800,1309,1002,0,323,8,,,,,,,,
2011/2/11,11100,1309,1002,0,310,10,,,,,,,,
2011/2/11,11400,1309,1002,0,306,8,,,,,,,,
2011/2/11,11700,1309,1002,0,337,12,,,,,,,,
2011/2/11,12000,1309,1002,0,308,8,,,,,,,,
2011/2/11,12300,1309,1002,0,327,13,,,,,,,,
2011/2/11,12600,1309,1002,0,314,5,,,,,,,,
2011/2/11,12900,1309,1002,0,314,6,,,,,,,,
2011/2/11,13200,1309,1002,0,353,8,,,,,,,,
2011/2/11,13500,1309,1002,0,328,6,,,,,,,,
2011/2/11,13800,1309,1002,0,298,9,,,,,,,,
2011/2/11,14100,1309,1002,0,328,12,,,,,,,,
2011/2/11,14400,1309,1002,0,329,6,,,,,,,,
2011/2/11,14700,1309,1002,0,324,10,,,,,,,,
2011/2/11,15000,1309,1002,0,319,11,,,,,,,,
2011/2/11,15300,1309,1002,0,326,13,,,,,,,,
2011/2/11,15600,1309,1002,0,306,12,,,,,,,,
2011/2/11,15900,1309,1002,0,327,9,,,,,,,,
2011/2/11,16200,1309,1002,0,337,12,,,,,,,,
2011/2/11,16500,1309,1002,0,337,14,,,,,,,,
2011/2/11,16800,1309,1002,0,336,10,,,,,,,,
2011/2/11,17100,1309,1002,0,311,8,,,,,,,,
2011/2/11,17400,1309,1002,0,326,6,,,,,,,,
2011/2/11,17700,1309,1002,0,337,16,,,,,,,,
2011/2/11,18000,1309,1002,0,294,6,,,,,,,,
2011/2/11,18300,1309,1002,0,313,10,,,,,,,,
2011/2/11,18600,1309,1002,0,325,9,,,,,,,,
2011/2/11,18900,1309,1002,0,305,10,,,,,,,,
2011/2/11,19200,1309,1002,0,283,8,,,,,,,,
2011/2/11,19500,1309,1002,0,301,11,,,,,,,,
2011/2/11,19800,1309,1002,0,289,7,,,,,,,,
2011/2/11,20100,1309,1002,0,291,7,,,,,,,,
2011/2/11,20400,1309,1002,0,299,14,,,,,,,,
2011/2/11,20700,1309,1002,0,282,5,,,,,,,,
2011/2/11,21000,1309,1002,0,294,10,,,,,,,,
2011/2/11,21300,1309,1002,0,312,14,,,,,,,,
2011/2/11,21600,1309,1002,0,313,29,,,,,,,,
2011/2/11,21900,1309,1002,0,340,21,,,,,,,,
2011/2/11,22200,1309,1002,0,322,27,,,,,,,,
2011/2/11,22500,1309,1002,0,345,20,,,,,,,,
2011/2/11,22800,1309,1002,0,329,27,,,,,,,,
2011/2/11,23100,1309,1002,0,357,23,,,,,,,,
2011/2/11,23400,1309,1002,0,355,29,,,,,,,,
2011/2/11,23700,1309,1002,0,350,31,,,,,,,,
2011/2/11,24000,1309,1002,0,350,37,,,,,,,,
2011/2/11,24300,1309,1002,0,355,13,,,,,,,,
2011/2/11,24600,1309,1002,0,368,30,,,,,,,,
2011/2/11,24900,1309,1002,0,352,34,,,,,,,,
2011/2/11,25200,1309,1002,0,389,39,,,,,,,,
2011/2/11,25500,1309,1002,0,367,37,,,,,,,,
2011/2/11,25800,1309,1002,0,394,45,,,,,,,,
2011/2/11,26100,1309,1002,0,376,49,,,,,,,,
2011/2/11,26400,1309,1002,0,385,55,,,,,,,,
2011/2/11,26700,1309,1002,0,392,36,,,,,,,,
2011/2/11,27000,1309,1002,0,379,37,,,,,,,,
2011/2/11,27300,1309,1002,0,384,43,,,,,,,,
2011/2/11,27600,1309,1002,0,390,37,,,,,,,,
2011/2/11,27900,1309,1002,0,432,40,,,,,,,,
2011/2/11,28200,1309,1002,0,407,38,,,,,,,,
2011/2/11,28500,1309,1002,0,372,43,,,,,,,,
2011/2/11,28800,1309,1002,0,394,39,,,,,,,,
2011/2/11,29100,1309,1002,0,401,43,,,,,,,,
2011/2/11,29400,1309,1002,0,433,39,,,,,,,,
2011/2/11,29700,1309,1002,0,446,40,,,,,,,,
2011/2/11,30000,1309,1002,0,429,41,,,,,,,,
2011/2/11,30300,1309,1002,0,418,38,,,,,,,,
2011/2/11,30600,1309,1002,0,417,38,,,,,,,,
2011/2/11,30900,1309,1002,0,416,29,,,,,,,,
2011/2/11,31200,1309,1002,0,405,38,,,,,,,,
2011/2/11,31500,1309,1002,0,433,23,,,,,,,,
2011/2/11,31800,1309,1002,0,419,32,,,,,,,,
2011/2/11,32100,1309,1002,0,501,41,,,,,,,,
2011/2/11,32400,1309,1002,0,427,29,,,,,,,,
2011/2/11,32700,1309,1002,0,381,36,,,,,,,,
2011/2/11,33000,1309,1002,0,385,32,,,,,,,,
2011/2/11,33300,1309,1002,0,371,33,,,,,,,,
2011/2/11,33600,1309,1002,0,370,39,,,,,,,,
2011/2/11,33900,1309,1002,0,379,43,,,,,,,,
2011/2/11,34200,1309,1002,0,385,26,,,,,,,,
2011/2/11,34500,1309,1002,0,374,36,,,,,,,,
2011/2/11,34800,1309,1002,0,354,40,,,,,,,,
2011/2/11,35100,1309,1002,0,399,28,,,,,,,,
2011/2/11,35400,1309,1002,0,373,21,,,,,,,,
2011/2/11,35700,1309,1002,0,364,33,,,,,,,,
2011/2/11,36000,1309,1002,0,354,35,,,,,,,,
2011/2/11,36300,1309,1002,0,374,32,,,,,,,,
2011/2/11,36600,1309,1002,0,384,30,,,,,,,,
2011/2/11,36900,1309,1002,0,385,25,,,,,,,,
2011/2/11,37200,1309,1002,0,416,37,,,,,,,,
2011/2/11,37500,1309,1002,0,419,32,,,,,,,,
2011/2/11,37800,1309,1002,0,373,36,,,,,,,,
2011/2/11,38100,1309,1002,0,393,36,,,,,,,,
2011/2/11,38400,1309,1002,0,412,40,,,,,,,,
2011/2/11,38700,1309,1002,0,402,33,,,,,,,,
2011/2/11,39000,1309,1002,0,397,24,,,,,,,,
2011/2/11,39300,1309,1002,0,442,43,,,,,,,,
2011/2/11,39600,1309,1002,0,428,35,,,,,,,,
2011/2/11,39900,1309,1002,0,409,36,,,,,,,,
2011/2/11,40200,1309,1002,0,420,37,,,,,,,,
2011/2/11,40500,1309,1002,0,413,38,,,,,,,,
2011/2/11,40800,1309,1002,0,501,42,,,,,,,,
2011/2/11,41100,1309,1002,0,501,39,,,,,,,,
2011/2/11,41400,1309,1002,0,541,40,,,,,,,,
2011/2/11,41700,1309,1002,0,494,34,,,,,,,,
2011/2/11,42000,1309,1002,0,470,26,,,,,,,,
2011/2/11,42300,1309,1002,0,511,31,,,,,,,,
2011/2/11,42600,1309,1002,0,511,18,,,,,,,,
2011/2/11,42900,1309,1002,0,573,36,,,,,,,,
2011/2/11,43200,1309,1002,0,624,44,,,,,,,,
2011/2/11,43500,1309,1002,0,613,38,,,,,,,,
2011/2/11,43800,1309,1002,0,638,50,,,,,,,,
2011/2/11,44100,1309,1002,0,659,34,,,,,,,,
2011/2/11,44400,1309,1002,0,668,35,,,,,,,,
2011/2/11,44700,1309,1002,0,668,37,,,,,,,,
2011/2/11,45000,1309,1002,0,703,26,,,,,,,,
2011/2/11,45300,1309,1002,0,691,36,,,,,,,,
2011/2/11,45600,1309,1002,0,706,30,,,,,,,,
2011/2/11,45900,1309,1002,0,691,34,,,,,,,,
2011/2/11,46200,1309,1002,0,711,25,,,,,,,,
2011/2/11,46500,1309,1002,0,683,43,,,,,,,,
2011/2/11,46800,1309,1002,0,705,40,,,,,,,,
2011/2/11,47100,1309,1002,0,728,33,,,,,,,,
2011/2/11,47400,1309,1002,0,715,23,,,,,,,,
2011/2/11,47700,1309,1002,0,720,28,,,,,,,,
2011/2/11,48000,1309,1002,0,745,34,,,,,,,,
2011/2/11,48300,1309,1002,0,811,25,,,,,,,,
2011/2/11,48600,1309,1002,0,738,22,,,,,,,,
2011/2/11,48900,1309,1002,0,697,21,,,,,,,,
2011/2/11,49200,1309,1002,0,731,23,,,,,,,,
2011/2/11,49500,1309,1002,0,743,45,,,,,,,,
2011/2/11,49800,1309,1002,0,745,23,,,,,,,,
2011/2/11,50100,1309,1002,0,771,28,,,,,,,,
2011/2/11,50400,1309,1002,0,819,29,,,,,,,,
2011/2/11,50700,1309,1002,0,723,31,,,,,,,,
2011/2/11,51000,1309,1002,0,703,35,,,,,,,,
2011/2/11,51300,1309,1002,0,703,45,,,,,,,,
2011/2/11,51600,1309,1002,0,710,44,,,,,,,,
2011/2/11,51900,1309,1002,0,742,43,,,,,,,,
2011/2/11,52200,1309,1002,0,720,32,,,,,,,,
2011/2/11,52500,1309,1002,0,766,28,,,,,,,,
2011/2/11,52800,1309,1002,0,892,42,,,,,,,,
2011/2/11,53100,1309,1002,0,936,33,,,,,,,,
2011/2/11,53400,1309,1002,0,878,21,,,,,,,,
2011/2/11,53700,1309,1002,0,779,30,,,,,,,,
2011/2/11,54000,1309,1002,0,737,42,,,,,,,,
2011/2/11,54300,1309,1002,0,727,55,,,,,,,,
2011/2/11,54600,1309,1002,0,738,23,,,,,,,,
2011/2/11,54900,1309,1002,0,714,41,,,,,,,,
2011/2/11,55200,1309,1002,0,692,34,,,,,,,,
2011/2/11,55500,1309,1002,0,730,33,,,,,,,,
2011/2/11,55800,1309,1002,0,786,42,,,,,,,,
2011/2/11,56100,1309,1002,0,753,28,,,,,,,,
2011/2/11,56400,1309,1002,0,678,25,,,,,,,,
2011/2/11,56700,1309,1002,0,651,52,,,,,,,,
2011/2/11,57000,1309,1002,0,604,46,,,,,,,,
2011/2/11,57300,1309,1002,0,619,51,,,,,,,,
2011/2/11,57600,1309,1002,0,609,58,,,,,,,,
2011/2/11,57900,1309,1002,0,643,38,,,,,,,,
2011/2/11,58200,1309,1002,0,650,49,,,,,,,,
2011/2/11,58500,1309,1002,0,663,48,,,,,,,,
2011/2/11,58800,1309,1002,0,653,39,,,,,,,,
2011/2/11,59100,1309,1002,0,675,46,,,,,,,,
2011/2/11,59400,1309,1002,0,664,40,,,,,,,,
2011/2/11,59700,1309,1002,0,670,40,,,,,,,,
2011/2/11,60000,1309,1002,0,644,33,,,,,,,,
2011/2/11,60300,1309,1002,0,661,45,,,,,,,,
2011/2/11,60600,1309,1002,0,705,36,,,,,,,,
2011/2/11,60900,1309,1002,0,776,38,,,,,,,,
2011/2/11,61200,1309,1002,0,780,36,,,,,,,,
2011/2/11,61500,1309,1002,0,795,37,,,,,,,,
2011/2/11,61800,1309,1002,0,783,27,,,,,,,,
2011/2/11,62100,1309,1002,0,777,29,,,,,,,,
2011/2/11,62400,1309,1002,0,762,43,,,,,,,,
2011/2/11,62700,1309,1002,0,777,33,,,,,,,,
2011/2/11,63000,1309,1002,0,742,37,,,,,,,,
2011/2/11,63300,1309,1002,0,724,33,,,,,,,,
2011/2/11,63600,1309,1002,0,788,32,,,,,,,,
2011/2/11,63900,1309,1002,0,728,35,,,,,,,,
2011/2/11,64200,1309,1002,0,705,17,,,,,,,,
2011/2/11,64500,1309,1002,0,729,33,,,,,,,,
2011/2/11,64800,1309,1002,0,732,31,,,,,,,,
2011/2/11,65100,1309,1002,0,692,41,,,,,,,,
2011/2/11,65400,1309,1002,0,692,33,,,,,,,,
2011/2/11,65700,1309,1002,0,674,41,,,,,,,,
2011/2/11,66000,1309,1002,0,683,23,,,,,,,,
2011/2/11,66300,1309,1002,0,672,48,,,,,,,,
2011/2/11,66600,1309,1002,0,649,36,,,,,,,,
2011/2/11,66900,1309,1002,0,669,33,,,,,,,,
2011/2/11,67200,1309,1002,0,700,30,,,,,,,,
2011/2/11,67500,1309,1002,0,695,36,,,,,,,,
2011/2/11,67800,1309,1002,0,680,41,,,,,,,,
2011/2/11,68100,1309,1002,0,669,40,,,,,,,,
2011/2/11,68400,1309,1002,0,626,47,,,,,,,,
2011/2/11,68700,1309,1002,0,639,38,,,,,,,,
2011/2/11,69000,1309,1002,0,590,40,,,,,,,,
2011/2/11,69300,1309,1002,0,535,42,,,,,,,,
2011/2/11,69600,1309,1002,0,498,51,,,,,,,,
2011/2/11,69900,1309,1002,0,450,44,,,,,,,,
2011/2/11,70200,1309,1002,0,431,46,,,,,,,,
2011/2/11,70500,1309,1002,0,404,50,,,,,,,,
2011/2/11,70800,1309,1002,0,400,46,,,,,,,,
2011/2/11,71100,1309,1002,0,407,31,,,,,,,,
2011/2/11,71400,1309,1002,0,396,36,,,,,,,,
2011/2/11,71700,1309,1002,0,398,47,,,,,,,,
2011/2/11,72000,1309,1002,0,376,35,,,,,,,,
2011/2/11,72300,1309,1002,0,376,39,,,,,,,,
2011/2/11,72600,1309,1002,0,408,44,,,,,,,,
2011/2/11,72900,1309,1002,0,420,46,,,,,,,,
2011/2/11,73200,1309,1002,0,385,47,,,,,,,,
2011/2/11,73500,1309,1002,0,389,37,,,,,,,,
2011/2/11,73800,1309,1002,0,375,32,,,,,,,,
2011/2/11,74100,1309,1002,0,380,33,,,,,,,,
2011/2/11,74400,1309,1002,0,413,33,,,,,,,,
2011/2/11,74700,1309,1002,0,399,37,,,,,,,,
2011/2/11,75000,1309,1002,0,401,23,,,,,,,,
2011/2/11,75300,1309,1002,0,393,28,,,,,,,,
2011/2/11,75600,1309,1002,0,399,36,,,,,,,,
2011/2/11,75900,1309,1002,0,386,39,,,,,,,,
2011/2/11,76200,1309,1002,0,383,34,,,,,,,,
2011/2/11,76500,1309,1002,0,391,29,,,,,,,,
2011/2/11,76800,1309,1002,0,407,38,,,,,,,,
2011/2/11,77100,1309,1002,0,377,31,,,,,,,,
2011/2/11,77400,1309,1002,0,379,28,,,,,,,,
2011/2/11,77700,1309,1002,0,413,33,,,,,,,,
2011/2/11,78000,1309,1002,0,452,12,,,,,,,,
2011/2/11,78300,1309,1002,0,499,21,,,,,,,,
2011/2/11,78600,1309,1002,0,594,16,,,,,,,,
2011/2/11,78900,1309,1002,0,554,12,,,,,,,,
2011/2/11,79200,1309,1002,0,621,22,,,,,,,,
2011/2/11,79500,1309,1002,0,709,26,,,,,,,,
2011/2/11,79800,1309,1002,0,741,22,,,,,,,,
2011/2/11,80100,1309,1002,0,775,21,,,,,,,,
2011/2/11,80400,1309,1002,0,743,18,,,,,,,,
2011/2/11,80700,1309,1002,0,751,26,,,,,,,,
2011/2/11,81000,1309,1002,0,789,22,,,,,,,,
2011/2/11,81300,1309,1002,0,795,23,,,,,,,,
2011/2/11,81600,1309,1002,0,831,20,,,,,,,,
2011/2/11,81900,1309,1002,0,818,14,,,,,,,,
2011/2/11,82200,1309,1002,0,796,19,,,,,,,,
2011/2/11,82500,1309,1002,0,783,18,,,,,,,,
2011/2/11,82800,1309,1002,0,793,19,,,,,,,,
2011/2/11,83100,1309,1002,0,741,20,,,,,,,,
2011/2/11,83400,1309,1002,0,661,24,,,,,,,,
2011/2/11,83700,1309,1002,0,577,22,,,,,,,,
2011/2/11,84000,1309,1002,0,529,25,,,,,,,,
2011/2/11,84300,1309,1002,0,498,21,,,,,,,,
2011/2/11,84600,1309,1002,0,408,27,,,,,,,,
2011/2/11,84900,1309,1002,0,422,26,,,,,,,,
2011/2/11,85200,1309,1002,0,404,30,,,,,,,,
2011/2/11,85500,1309,1002,0,388,15,,,,,,,,
2011/2/11,85800,1309,1002,0,358,11,,,,,,,,
2011/2/11,86100,1309,1002,3,378,0,,,,,,,,
2011/2/12,0,1309,1002,0,338,17,,,,,,,,
2011/2/12,300,1309,1002,0,334,21,,,,,,,,
2011/2/12,600,1309,1002,0,336,32,,,,,,,,
2011/2/12,900,1309,1002,0,336,23,,,,,,,,
2011/2/12,1200,1309,1002,0,321,35,,,,,,,,
2011/2/12,1500,1309,1002,0,332,27,,,,,,,,
2011/2/12,1800,1309,1002,0,333,24,,,,,,,,
2011/2/12,2100,1309,1002,0,337,21,,,,,,,,
2011/2/12,2400,1309,1002,0,326,27,,,,,,,,
2011/2/12,2700,1309,1002,0,337,13,,,,,,,,
2011/2/12,3000,1309,1002,0,345,14,,,,,,,,
2011/2/12,3300,1309,1002,0,335,24,,,,,,,,
2011/2/12,3600,1309,1002,0,345,20,,,,,,,,
2011/2/12,3900,1309,1002,0,349,23,,,,,,,,
2011/2/12,4200,1309,1002,0,346,25,,,,,,,,
2011/2/12,4500,1309,1002,0,316,18,,,,,,,,
2011/2/12,4800,1309,1002,0,324,20,,,,,,,,
2011/2/12,5100,1309,1002,0,328,22,,,,,,,,
2011/2/12,5400,1309,1002,0,334,17,,,,,,,,
2011/2/12,5700,1309,1002,0,338,21,,,,,,,,
2011/2/12,6000,1309,1002,0,348,15,,,,,,,,
2011/2/12,6300,1309,1002,0,326,16,,,,,,,,
2011/2/12,6600,1309,1002,0,344,11,,,,,,,,
2011/2/12,6900,1309,1002,0,325,20,,,,,,,,
2011/2/12,7200,1309,1002,0,334,18,,,,,,,,
2011/2/12,7500,1309,1002,0,322,16,,,,,,,,
2011/2/12,7800,1309,1002,0,321,18,,,,,,,,
2011/2/12,8100,1309,1002,0,316,19,,,,,,,,
2011/2/12,8400,1309,1002,0,338,12,,,,,,,,
2011/2/12,8700,1309,1002,0,338,10,,,,,,,,
2011/2/12,9000,1309,1002,0,344,17,,,,,,,,
2011/2/12,9300,1309,1002,0,296,15,,,,,,,,
2011/2/12,9600,1309,1002,0,308,12,,,,,,,,
2011/2/12,9900,1309,1002,0,321,7,,,,,,,,
2011/2/12,10200,1309,1002,0,319,13,,,,,,,,
2011/2/12,10500,1309,1002,0,340,11,,,,,,,,
2011/2/12,10800,1309,1002,0,322,15,,,,,,,,
2011/2/12,11100,1309,1002,0,322,10,,,,,,,,
2011/2/12,11400,1309,1002,0,304,17,,,,,,,,
2011/2/12,11700,1309,1002,0,299,19,,,,,,,,
2011/2/12,12000,1309,1002,0,298,14,,,,,,,,
2011/2/12,12300,1309,1002,0,339,12,,,,,,,,
2011/2/12,12600,1309,1002,0,307,14,,,,,,,,
2011/2/12,12900,1309,1002,0,318,14,,,,,,,,
2011/2/12,13200,1309,1002,0,312,12,,,,,,,,
2011/2/12,13500,1309,1002,0,332,10,,,,,,,,
2011/2/12,13800,1309,1002,0,323,16,,,,,,,,
2011/2/12,14100,1309,1002,0,308,18,,,,,,,,
2011/2/12,14400,1309,1002,0,306,16,,,,,,,,
2011/2/12,14700,1309,1002,0,307,6,,,,,,,,
2011/2/12,15000,1309,1002,0,351,18,,,,,,,,
2011/2/12,15300,1309,1002,0,317,18,,,,,,,,
2011/2/12,15600,1309,1002,0,320,18,,,,,,,,
2011/2/12,15900,1309,1002,0,310,22,,,,,,,,
2011/2/12,16200,1309,1002,0,314,17,,,,,,,,
2011/2/12,16500,1309,1002,0,305,14,,,,,,,,
2011/2/12,16800,1309,1002,0,329,6,,,,,,,,
2011/2/12,17100,1309,1002,0,320,12,,,,,,,,
2011/2/12,17400,1309,1002,0,323,11,,,,,,,,
2011/2/12,17700,1309,1002,0,304,16,,,,,,,,
2011/2/12,18000,1309,1002,0,301,10,,,,,,,,
2011/2/12,18300,1309,1002,0,329,12,,,,,,,,
2011/2/12,18600,1309,1002,0,351,11,,,,,,,,
2011/2/12,18900,1309,1002,0,303,14,,,,,,,,
2011/2/12,19200,1309,1002,0,290,12,,,,,,,,
